"","Experiment","Treatment","Day","Strain","Plate","Well","Reading","adjusted"
"3523",3,"28C",10,"QLD","C","10C",0.05,0.00251
"3524",3,"28C",10,"QLD","C","10D",0.05,0.00251
"3525",3,"28C",10,"QLD","C","10E",0.046,0.00151
"3526",3,"28C",10,"QLD","C","10F",0.049,0.00151
"3527",3,"28C",10,"QLD","C","10G",0.048,0.00051
"3528",3,"27C",10,"QLD","A","2B",0.061,0.01451
"3529",3,"27C",10,"QLD","A","2C",0.06,0.01351
"3530",3,"27C",10,"QLD","A","2D",0.061,0.01451
"3531",3,"27C",10,"QLD","A","2F",0.064,0.01751
"3532",3,"27C",10,"QLD","A","2G",0.061,0.01451
"3533",3,"27C",10,"QLD","A","3B",0.062,0.01551
"3534",3,"27C",10,"QLD","A","3C",0.063,0.01651
"3535",3,"27C",10,"QLD","A","3D",0.061,0.01451
"3536",3,"27C",10,"QLD","A","3F",0.06,0.01351
"3537",3,"27C",10,"QLD","A","3G",0.06,0.01351
"3538",3,"27C",10,"QLD","A","4B",0.059,0.01251
"3539",3,"27C",10,"QLD","A","4C",0.058,0.01151
"3540",3,"27C",10,"QLD","A","4E",0.058,0.01151
"3541",3,"27C",10,"QLD","A","4F",0.061,0.01451
"3542",3,"27C",10,"QLD","A","4G",0.06,0.01351
"3543",3,"27C",10,"QLD","B","5B",0.057,0.01051
"3544",3,"27C",10,"QLD","B","5D",0.058,0.01151
"3545",3,"27C",10,"QLD","B","5G",0.061,0.01451
"3546",3,"27C",10,"QLD","B","6B",0.062,0.01551
"3547",3,"27C",10,"QLD","B","6C",0.056,0.00951
"3548",3,"27C",10,"QLD","B","6D",0.058,0.01151
"3549",3,"27C",10,"QLD","B","6E",0.061,0.01451
"3550",3,"27C",10,"QLD","B","6F",0.057,0.01051
"3551",3,"27C",10,"QLD","B","6G",0.055,0.00851
"3552",3,"27C",10,"QLD","B","7B",0.056,0.00951
"3553",3,"27C",10,"QLD","B","7C",0.055,0.00851
"3554",3,"27C",10,"QLD","B","7D",0.057,0.01051
"3555",3,"27C",10,"QLD","B","7E",0.055,0.00851
"3556",3,"27C",10,"QLD","B","7F",0.053,0.00651
"3557",3,"27C",10,"QLD","B","7G",0.058,0.01151
"3558",3,"13C",11,"QLD","B","5B",0.16,0.11301
"3559",3,"13C",11,"QLD","B","5D",0.161,0.11401
"3560",3,"13C",11,"QLD","B","5G",0.167,0.12001
"3561",3,"13C",11,"QLD","B","6B",0.159,0.11201
"3562",3,"13C",11,"QLD","B","6E",0.156,0.10901
"3563",3,"13C",11,"QLD","B","6G",0.157,0.11001
"3564",3,"13C",11,"QLD","B","7B",0.153,0.10601
"3565",3,"13C",11,"QLD","B","7C",0.157,0.11001
"3566",3,"13C",11,"QLD","B","7E",0.148,0.10101
"3567",3,"13C",11,"QLD","B","7F",0.149,0.10201
"3568",3,"13C",11,"QLD","B","7G",0.157,0.11001
"3569",3,"13C",11,"QLD","C","8B",0.159,0.11201
"3570",3,"13C",11,"QLD","C","8D",0.142,0.09501
"3571",3,"13C",11,"QLD","C","8E",0.147,0.10001
"3572",3,"13C",11,"QLD","C","8G",0.141,0.09401
"3573",3,"13C",11,"QLD","C","9B",0.14,0.09301
"3574",3,"13C",11,"QLD","C","9D",0.142,0.09501
"3575",3,"13C",11,"QLD","C","9F",0.141,0.09401
"3576",3,"13C",11,"QLD","C","9G",0.145,0.09801
"3577",3,"13C",11,"QLD","C","10B",0.144,0.09701
"3578",3,"13C",11,"QLD","C","10D",0.141,0.09401
"3579",3,"13C",11,"QLD","C","10E",0.144,0.09701
"3580",3,"13C",11,"QLD","C","10G",0.148,0.10101
"3581",3,"26C",11,"QLD","A","2B",0.081,0.03601
"3582",3,"26C",11,"QLD","A","2C",0.083,0.03801
"3583",3,"26C",11,"QLD","A","2D",0.078,0.03301
"3584",3,"26C",11,"QLD","A","2E",0.082,0.03701
"3585",3,"26C",11,"QLD","A","2G",0.088,0.04301
"3586",3,"26C",11,"QLD","A","3B",0.095,0.05001
"3587",3,"26C",11,"QLD","A","3E",0.08,0.03501
"3588",3,"26C",11,"QLD","A","3F",0.087,0.04201
"3589",3,"26C",11,"QLD","A","3G",0.088,0.04301
"3590",3,"26C",11,"QLD","A","4B",0.096,0.05101
"3591",3,"26C",11,"QLD","A","4C",0.085,0.04001
"3592",3,"26C",11,"QLD","A","4D",0.083,0.03801
"3593",3,"26C",11,"QLD","A","4E",0.08,0.03501
"3594",3,"26C",11,"QLD","A","4F",0.085,0.04001
"3595",3,"26C",11,"QLD","A","4G",0.085,0.04001
"3596",3,"26C",11,"QLD","B","5B",0.064,0.01901
"3597",3,"26C",11,"QLD","B","5C",0.064,0.01901
"3598",3,"26C",11,"QLD","B","5D",0.063,0.01801
"3599",3,"26C",11,"QLD","B","5G",0.068,0.02301
"3600",3,"26C",11,"QLD","B","6B",0.067,0.02201
"3601",3,"26C",11,"QLD","B","6D",0.064,0.01901
"3602",3,"26C",11,"QLD","B","6E",0.068,0.02301
"3603",3,"26C",11,"QLD","B","6F",0.066,0.02101
"3604",3,"26C",11,"QLD","B","6G",0.066,0.02101
"3605",3,"26C",11,"QLD","B","7B",0.064,0.01901
"3606",3,"26C",11,"QLD","B","7C",0.066,0.02101
"3607",3,"26C",11,"QLD","B","7D",0.063,0.01801
"3608",3,"26C",11,"QLD","B","7E",0.062,0.01701
"3609",3,"26C",11,"QLD","B","7F",0.061,0.01601
"3610",3,"26C",11,"QLD","B","7G",0.065,0.02001
"3611",3,"23C",11,"QLD","A","2B",0.17,0.12301
"3612",3,"23C",11,"QLD","A","2C",0.175,0.12801
"3613",3,"23C",11,"QLD","A","2D",0.147,0.10001
"3614",3,"23C",11,"QLD","A","2E",0.158,0.11101
"3615",3,"23C",11,"QLD","A","2F",0.171,0.12401
"3616",3,"23C",11,"QLD","A","2G",0.173,0.12601
"3617",3,"23C",11,"QLD","A","3B",0.165,0.11801
"3618",3,"23C",11,"QLD","A","3C",0.163,0.11601
"3619",3,"23C",11,"QLD","A","3F",0.157,0.11001
"3620",3,"23C",11,"QLD","A","3G",0.172,0.12501
"3621",3,"23C",11,"QLD","A","4B",0.155,0.10801
"3622",3,"23C",11,"QLD","A","4C",0.146,0.09901
"3623",3,"23C",11,"QLD","A","4D",0.14,0.09301
"3624",3,"23C",11,"QLD","A","4F",0.147,0.10001
"3625",3,"23C",11,"QLD","A","4G",0.154,0.10701
"3626",3,"23C",11,"QLD","C","8B",0.164,0.11701
"3627",3,"23C",11,"QLD","C","8C",0.158,0.11101
"3628",3,"23C",11,"QLD","C","8D",0.153,0.10601
"3629",3,"23C",11,"QLD","C","8E",0.154,0.10701
"3630",3,"23C",11,"QLD","C","8F",0.156,0.10901
"3631",3,"23C",11,"QLD","C","8G",0.16,0.11301
"3632",3,"23C",11,"QLD","C","9B",0.172,0.12501
"3633",3,"23C",11,"QLD","C","9C",0.167,0.12001
"3634",3,"23C",11,"QLD","C","9D",0.158,0.11101
"3635",3,"23C",11,"QLD","C","9G",0.167,0.12001
"3636",3,"23C",11,"QLD","C","10B",0.181,0.13401
"3637",3,"23C",11,"QLD","C","10C",0.171,0.12401
"3638",3,"23C",11,"QLD","C","10D",0.166,0.11901
"3639",3,"23C",11,"QLD","C","10F",0.164,0.11701
"3640",3,"23C",11,"QLD","C","10G",0.171,0.12401
"3641",3,"21C",11,"QLD","B","5B",0.176,0.12901
"3642",3,"21C",11,"QLD","B","5C",0.168,0.12101
"3643",3,"21C",11,"QLD","B","5E",0.171,0.12401
"3644",3,"21C",11,"QLD","B","5F",0.169,0.12201
"3645",3,"21C",11,"QLD","B","5G",0.18,0.13301
"3646",3,"21C",11,"QLD","B","6B",0.179,0.13201
"3647",3,"21C",11,"QLD","B","6D",0.169,0.12201
"3648",3,"21C",11,"QLD","B","6F",0.168,0.12101
"3649",3,"21C",11,"QLD","B","6G",0.175,0.12801
"3650",3,"21C",11,"QLD","B","7B",0.172,0.12501
"3651",3,"21C",11,"QLD","B","7C",0.169,0.12201
"3652",3,"21C",11,"QLD","B","7D",0.164,0.11701
"3653",3,"21C",11,"QLD","B","7E",0.162,0.11501
"3654",3,"21C",11,"QLD","B","7F",0.169,0.12201
"3655",3,"21C",11,"QLD","B","7G",0.174,0.12701
"3656",3,"21C",11,"QLD","C","8B",0.186,0.13901
"3657",3,"21C",11,"QLD","C","8E",0.165,0.11801
"3658",3,"21C",11,"QLD","C","8F",0.165,0.11801
"3659",3,"21C",11,"QLD","C","8G",0.181,0.13401
"3660",3,"21C",11,"QLD","C","9B",0.186,0.13901
"3661",3,"21C",11,"QLD","C","9C",0.177,0.13001
"3662",3,"21C",11,"QLD","C","9D",0.176,0.12901
"3663",3,"21C",11,"QLD","C","9E",0.168,0.12101
"3664",3,"21C",11,"QLD","C","9G",0.182,0.13501
"3665",3,"21C",11,"QLD","C","10B",0.183,0.13601
"3666",3,"21C",11,"QLD","C","10C",0.202,0.15501
"3667",3,"21C",11,"QLD","C","10D",0.18,0.13301
"3668",3,"21C",11,"QLD","C","10E",0.182,0.13501
"3669",3,"21C",11,"QLD","C","10F",0.189,0.14201
"3670",3,"21C",11,"QLD","C","10G",0.203,0.15601
"3671",3,"15C",11,"QLD","A","2B",0.201,0.15351
"3672",3,"15C",11,"QLD","A","2C",0.198,0.15051
"3673",3,"15C",11,"QLD","A","2D",0.194,0.14651
"3674",3,"15C",11,"QLD","A","2E",0.191,0.14351
"3675",3,"15C",11,"QLD","A","2F",0.199,0.15151
"3676",3,"15C",11,"QLD","A","2G",0.2,0.15251
"3677",3,"15C",11,"QLD","A","3B",0.199,0.15151
"3678",3,"15C",11,"QLD","A","3D",0.197,0.14951
"3679",3,"15C",11,"QLD","A","3E",0.193,0.14551
"3680",3,"15C",11,"QLD","A","3F",0.195,0.14751
"3681",3,"15C",11,"QLD","A","3G",0.199,0.15151
"3682",3,"15C",11,"QLD","A","4B",0.197,0.14951
"3683",3,"15C",11,"QLD","A","4C",0.188,0.14051
"3684",3,"15C",11,"QLD","A","4E",0.195,0.14751
"3685",3,"15C",11,"QLD","A","4G",0.197,0.14951
"3686",3,"15C",11,"QLD","C","8B",0.195,0.14751
"3687",3,"15C",11,"QLD","C","8C",0.184,0.13651
"3688",3,"15C",11,"QLD","C","8F",0.184,0.13651
"3689",3,"15C",11,"QLD","C","8G",0.181,0.13351
"3690",3,"15C",11,"QLD","C","9B",0.194,0.14651
"3691",3,"15C",11,"QLD","C","9D",0.188,0.14051
"3692",3,"15C",11,"QLD","C","9E",0.186,0.13851
"3693",3,"15C",11,"QLD","C","9F",0.187,0.13951
"3694",3,"15C",11,"QLD","C","9G",0.189,0.14151
"3695",3,"15C",11,"QLD","C","10B",0.209,0.16151
"3696",3,"15C",11,"QLD","C","10C",0.194,0.14651
"3697",3,"15C",11,"QLD","C","10D",0.186,0.13851
"3698",3,"15C",11,"QLD","C","10E",0.185,0.13751
"3699",3,"15C",11,"QLD","C","10F",0.196,0.14851
"3700",3,"15C",11,"QLD","C","10G",0.2,0.15251
"3701",3,"17C",11,"QLD","A","2B",0.201,0.15351
"3702",3,"17C",11,"QLD","A","2C",0.196,0.14851
"3703",3,"17C",11,"QLD","A","2D",0.193,0.14551
"3704",3,"17C",11,"QLD","A","2E",0.198,0.15051
"3705",3,"17C",11,"QLD","A","2F",0.196,0.14851
"3706",3,"17C",11,"QLD","A","2G",0.201,0.15351
"3707",3,"17C",11,"QLD","A","3B",0.187,0.13951
"3708",3,"17C",11,"QLD","A","3C",0.192,0.14451
"3709",3,"17C",11,"QLD","A","3D",0.182,0.13451
"3710",3,"17C",11,"QLD","A","3E",0.183,0.13551
"3711",3,"17C",11,"QLD","A","3G",0.191,0.14351
"3712",3,"17C",11,"QLD","A","4B",0.185,0.13751
"3713",3,"17C",11,"QLD","A","4C",0.182,0.13451
"3714",3,"17C",11,"QLD","A","4E",0.18,0.13251
"3715",3,"17C",11,"QLD","A","4G",0.189,0.14151
"3716",3,"17C",11,"QLD","B","5B",0.183,0.13551
"3717",3,"17C",11,"QLD","B","5C",0.183,0.13551
"3718",3,"17C",11,"QLD","B","5E",0.187,0.13951
"3719",3,"17C",11,"QLD","B","5F",0.184,0.13651
"3720",3,"17C",11,"QLD","B","5G",0.189,0.14151
"3721",3,"17C",11,"QLD","B","6B",0.185,0.13751
"3722",3,"17C",11,"QLD","B","6C",0.181,0.13351
"3723",3,"17C",11,"QLD","B","6D",0.18,0.13251
"3724",3,"17C",11,"QLD","B","6F",0.195,0.14751
"3725",3,"17C",11,"QLD","B","6G",0.187,0.13951
"3726",3,"17C",11,"QLD","B","7B",0.185,0.13751
"3727",3,"17C",11,"QLD","B","7C",0.181,0.13351
"3728",3,"17C",11,"QLD","B","7E",0.186,0.13851
"3729",3,"17C",11,"QLD","B","7F",0.183,0.13551
"3730",3,"17C",11,"QLD","B","7G",0.19,0.14251
"3731",3,"19C",11,"QLD","B","5B",0.184,0.13401
"3732",3,"19C",11,"QLD","B","5C",0.171,0.12101
"3733",3,"19C",11,"QLD","B","5E",0.172,0.12201
"3734",3,"19C",11,"QLD","B","5F",0.173,0.12301
"3735",3,"19C",11,"QLD","B","5G",0.18,0.13001
"3736",3,"19C",11,"QLD","B","6B",0.175,0.12501
"3737",3,"19C",11,"QLD","B","6C",0.172,0.12201
"3738",3,"19C",11,"QLD","B","6D",0.168,0.11801
"3739",3,"19C",11,"QLD","B","6E",0.175,0.12501
"3740",3,"19C",11,"QLD","B","6G",0.175,0.12501
"3741",3,"19C",11,"QLD","B","7B",0.174,0.12401
"3742",3,"19C",11,"QLD","B","7C",0.168,0.11801
"3743",3,"19C",11,"QLD","B","7D",0.171,0.12101
"3744",3,"19C",11,"QLD","B","7E",0.168,0.11801
"3745",3,"19C",11,"QLD","B","7G",0.175,0.12501
"3746",3,"19C",11,"QLD","C","8B",0.183,0.13301
"3747",3,"19C",11,"QLD","C","8C",0.178,0.12801
"3748",3,"19C",11,"QLD","C","8D",0.179,0.12901
"3749",3,"19C",11,"QLD","C","8E",0.174,0.12401
"3750",3,"19C",11,"QLD","C","8F",0.177,0.12701
"3751",3,"19C",11,"QLD","C","8G",0.181,0.13101
"3752",3,"19C",11,"QLD","C","9B",0.182,0.13201
"3753",3,"19C",11,"QLD","C","9C",0.177,0.12701
"3754",3,"19C",11,"QLD","C","9D",0.175,0.12501
"3755",3,"19C",11,"QLD","C","9E",0.089,0.03901
"3756",3,"19C",11,"QLD","C","9G",0.182,0.13201
"3757",3,"19C",11,"QLD","C","10B",0.188,0.13801
"3758",3,"19C",11,"QLD","C","10C",0.186,0.13601
"3759",3,"19C",11,"QLD","C","10E",0.179,0.12901
"3760",3,"19C",11,"QLD","C","10F",0.18,0.13001
"3761",3,"19C",11,"QLD","C","10G",0.191,0.14101
"3762",3,"25C",11,"QLD","C","8B",0.161,0.11101
"3763",3,"25C",11,"QLD","C","8C",0.157,0.10701
"3764",3,"25C",11,"QLD","C","8D",0.153,0.10301
"3765",3,"25C",11,"QLD","C","8E",0.156,0.10601
"3766",3,"25C",11,"QLD","C","8F",0.156,0.10601
"3767",3,"25C",11,"QLD","C","8G",0.162,0.11201
"3768",3,"25C",11,"QLD","C","9B",0.158,0.10801
"3769",3,"25C",11,"QLD","C","9D",0.158,0.10801
"3770",3,"25C",11,"QLD","C","9E",0.159,0.10901
"3771",3,"25C",11,"QLD","C","9F",0.151,0.10101
"3772",3,"25C",11,"QLD","C","9G",0.166,0.11601
"3773",3,"25C",11,"QLD","C","10B",0.17,0.12001
"3774",3,"25C",11,"QLD","C","10E",0.164,0.11401
"3775",3,"25C",11,"QLD","C","10F",0.166,0.11601
"3776",3,"25C",11,"QLD","C","10G",0.172,0.12201
"3777",3,"28C",11,"QLD","A","2B",0.045,0.00101
"3778",3,"28C",11,"QLD","A","2D",0.046,1e-05
"3779",3,"28C",11,"QLD","A","2E",0.046,1e-05
"3780",3,"28C",11,"QLD","A","2F",0.046,1e-05
"3781",3,"28C",11,"QLD","A","2G",0.045,0.00101
"3782",3,"28C",11,"QLD","A","3B",0.045,0.00101
"3783",3,"28C",11,"QLD","A","3C",0.047,0.00101
"3784",3,"28C",11,"QLD","A","3D",0.046,1e-05
"3785",3,"28C",11,"QLD","A","3E",0.047,0.00101
"3786",3,"28C",11,"QLD","A","3F",0.048,0.00201
"3787",3,"28C",11,"QLD","A","3G",0.046,1e-05
"3788",3,"28C",11,"QLD","A","4B",0.044,0.00201
"3789",3,"28C",11,"QLD","A","4C",0.045,0.00101
"3790",3,"28C",11,"QLD","A","4D",0.047,0.00101
"3791",3,"28C",11,"QLD","A","4E",0.048,0.00201
"3792",3,"28C",11,"QLD","A","4F",0.047,0.00101
"3793",3,"28C",11,"QLD","A","4G",0.044,0.00201
"3794",3,"28C",11,"QLD","C","8B",0.044,0.00201
"3795",3,"28C",11,"QLD","C","8C",0.045,0.00101
"3796",3,"28C",11,"QLD","C","8D",0.049,0.00301
"3797",3,"28C",11,"QLD","C","8E",0.046,1e-05
"3798",3,"28C",11,"QLD","C","8F",0.044,0.00201
"3799",3,"28C",11,"QLD","C","8G",0.043,0.00301
"3800",3,"28C",11,"QLD","C","9B",0.043,0.00301
"3801",3,"28C",11,"QLD","C","9C",0.047,0.00101
"3802",3,"28C",11,"QLD","C","9D",0.045,0.00101
"3803",3,"28C",11,"QLD","C","9E",0.044,0.00201
"3804",3,"28C",11,"QLD","C","9F",0.044,0.00201
"3805",3,"28C",11,"QLD","C","9G",0.043,0.00301
"3806",3,"28C",11,"QLD","C","10B",0.049,0.00301
"3807",3,"28C",11,"QLD","C","10C",0.051,0.00501
"3808",3,"28C",11,"QLD","C","10D",0.051,0.00501
"3809",3,"28C",11,"QLD","C","10E",0.046,1e-05
"3810",3,"28C",11,"QLD","C","10F",0.049,0.00301
"3811",3,"28C",11,"QLD","C","10G",0.048,0.00201
"3812",3,"27C",11,"QLD","A","2B",0.063,0.01601
"3813",3,"27C",11,"QLD","A","2C",0.063,0.01601
"3814",3,"27C",11,"QLD","A","2D",0.064,0.01701
"3815",3,"27C",11,"QLD","A","2F",0.065,0.01801
"3816",3,"27C",11,"QLD","A","2G",0.062,0.01501
"3817",3,"27C",11,"QLD","A","3B",0.064,0.01701
"3818",3,"27C",11,"QLD","A","3C",0.065,0.01801
"3819",3,"27C",11,"QLD","A","3D",0.063,0.01601
"3820",3,"27C",11,"QLD","A","3F",0.061,0.01401
"3821",3,"27C",11,"QLD","A","3G",0.063,0.01601
"3822",3,"27C",11,"QLD","A","4B",0.061,0.01401
"3823",3,"27C",11,"QLD","A","4C",0.061,0.01401
"3824",3,"27C",11,"QLD","A","4E",0.059,0.01201
"3825",3,"27C",11,"QLD","A","4F",0.061,0.01401
"3826",3,"27C",11,"QLD","A","4G",0.063,0.01601
"3827",3,"27C",11,"QLD","B","5B",0.058,0.01101
"3828",3,"27C",11,"QLD","B","5D",0.061,0.01401
"3829",3,"27C",11,"QLD","B","5G",0.064,0.01701
"3830",3,"27C",11,"QLD","B","6B",0.064,0.01701
"3831",3,"27C",11,"QLD","B","6C",0.058,0.01101
"3832",3,"27C",11,"QLD","B","6D",0.059,0.01201
"3833",3,"27C",11,"QLD","B","6E",0.062,0.01501
"3834",3,"27C",11,"QLD","B","6F",0.058,0.01101
"3835",3,"27C",11,"QLD","B","6G",0.057,0.01001
"3836",3,"27C",11,"QLD","B","7B",0.06,0.01301
"3837",3,"27C",11,"QLD","B","7C",0.057,0.01001
"3838",3,"27C",11,"QLD","B","7D",0.06,0.01301
"3839",3,"27C",11,"QLD","B","7E",0.056,0.00901
"3840",3,"27C",11,"QLD","B","7F",0.054,0.00701
"3841",3,"27C",11,"QLD","B","7G",0.06,0.01301
"3842",3,"13C",12,"QLD","B","5B",0.179,0.13001
"3843",3,"13C",12,"QLD","B","5D",0.18,0.13101
"3844",3,"13C",12,"QLD","B","5G",0.184,0.13501
"3845",3,"13C",12,"QLD","B","6B",0.178,0.12901
"3846",3,"13C",12,"QLD","B","6E",0.174,0.12501
"3847",3,"13C",12,"QLD","B","6G",0.176,0.12701
"3848",3,"13C",12,"QLD","B","7B",0.174,0.12501
"3849",3,"13C",12,"QLD","B","7C",0.177,0.12801
"3850",3,"13C",12,"QLD","B","7E",0.166,0.11701
"3851",3,"13C",12,"QLD","B","7F",0.168,0.11901
"3852",3,"13C",12,"QLD","B","7G",0.173,0.12401
"3853",3,"13C",12,"QLD","C","8B",0.176,0.12701
"3854",3,"13C",12,"QLD","C","8D",0.169,0.12001
"3855",3,"13C",12,"QLD","C","8E",0.163,0.11401
"3856",3,"13C",12,"QLD","C","8G",0.16,0.11101
"3857",3,"13C",12,"QLD","C","9B",0.16,0.11101
"3858",3,"13C",12,"QLD","C","9D",0.162,0.11301
"3859",3,"13C",12,"QLD","C","9F",0.159,0.11001
"3860",3,"13C",12,"QLD","C","9G",0.163,0.11401
"3861",3,"13C",12,"QLD","C","10B",0.163,0.11401
"3862",3,"13C",12,"QLD","C","10D",0.161,0.11201
"3863",3,"13C",12,"QLD","C","10E",0.164,0.11501
"3864",3,"13C",12,"QLD","C","10G",0.168,0.11901
"3865",3,"26C",12,"QLD","A","2B",0.084,0.03801
"3866",3,"26C",12,"QLD","A","2C",0.086,0.04001
"3867",3,"26C",12,"QLD","A","2D",0.081,0.03501
"3868",3,"26C",12,"QLD","A","2E",0.085,0.03901
"3869",3,"26C",12,"QLD","A","2G",0.089,0.04301
"3870",3,"26C",12,"QLD","A","3B",0.097,0.05101
"3871",3,"26C",12,"QLD","A","3E",0.083,0.03701
"3872",3,"26C",12,"QLD","A","3F",0.09,0.04401
"3873",3,"26C",12,"QLD","A","3G",0.091,0.04501
"3874",3,"26C",12,"QLD","A","4B",0.096,0.05001
"3875",3,"26C",12,"QLD","A","4C",0.088,0.04201
"3876",3,"26C",12,"QLD","A","4D",0.085,0.03901
"3877",3,"26C",12,"QLD","A","4E",0.084,0.03801
"3878",3,"26C",12,"QLD","A","4F",0.086,0.04001
"3879",3,"26C",12,"QLD","A","4G",0.086,0.04001
"3880",3,"26C",12,"QLD","B","5B",0.068,0.02201
"3881",3,"26C",12,"QLD","B","5C",0.067,0.02101
"3882",3,"26C",12,"QLD","B","5D",0.066,0.02001
"3883",3,"26C",12,"QLD","B","5G",0.071,0.02501
"3884",3,"26C",12,"QLD","B","6B",0.071,0.02501
"3885",3,"26C",12,"QLD","B","6D",0.067,0.02101
"3886",3,"26C",12,"QLD","B","6E",0.071,0.02501
"3887",3,"26C",12,"QLD","B","6F",0.069,0.02301
"3888",3,"26C",12,"QLD","B","6G",0.069,0.02301
"3889",3,"26C",12,"QLD","B","7B",0.067,0.02101
"3890",3,"26C",12,"QLD","B","7C",0.07,0.02401
"3891",3,"26C",12,"QLD","B","7D",0.065,0.01901
"3892",3,"26C",12,"QLD","B","7E",0.065,0.01901
"3893",3,"26C",12,"QLD","B","7F",0.063,0.01701
"3894",3,"26C",12,"QLD","B","7G",0.067,0.02101
"3895",3,"23C",12,"QLD","A","2B",0.179,0.13201
"3896",3,"23C",12,"QLD","A","2C",0.164,0.11701
"3897",3,"23C",12,"QLD","A","2D",0.147,0.10001
"3898",3,"23C",12,"QLD","A","2E",0.153,0.10601
"3899",3,"23C",12,"QLD","A","2F",0.164,0.11701
"3900",3,"23C",12,"QLD","A","2G",0.165,0.11801
"3901",3,"23C",12,"QLD","A","3B",0.167,0.12001
"3902",3,"23C",12,"QLD","A","3C",0.154,0.10701
"3903",3,"23C",12,"QLD","A","3F",0.152,0.10501
"3904",3,"23C",12,"QLD","A","3G",0.169,0.12201
"3905",3,"23C",12,"QLD","A","4B",0.15,0.10301
"3906",3,"23C",12,"QLD","A","4C",0.143,0.09601
"3907",3,"23C",12,"QLD","A","4D",0.135,0.08801
"3908",3,"23C",12,"QLD","A","4F",0.144,0.09701
"3909",3,"23C",12,"QLD","A","4G",0.149,0.10201
"3910",3,"23C",12,"QLD","C","8B",0.164,0.11701
"3911",3,"23C",12,"QLD","C","8C",0.156,0.10901
"3912",3,"23C",12,"QLD","C","8D",0.152,0.10501
"3913",3,"23C",12,"QLD","C","8E",0.154,0.10701
"3914",3,"23C",12,"QLD","C","8F",0.154,0.10701
"3915",3,"23C",12,"QLD","C","8G",0.158,0.11101
"3916",3,"23C",12,"QLD","C","9B",0.172,0.12501
"3917",3,"23C",12,"QLD","C","9C",0.164,0.11701
"3918",3,"23C",12,"QLD","C","9D",0.158,0.11101
"3919",3,"23C",12,"QLD","C","9G",0.164,0.11701
"3920",3,"23C",12,"QLD","C","10B",0.183,0.13601
"3921",3,"23C",12,"QLD","C","10C",0.172,0.12501
"3922",3,"23C",12,"QLD","C","10D",0.166,0.11901
"3923",3,"23C",12,"QLD","C","10F",0.164,0.11701
"3924",3,"23C",12,"QLD","C","10G",0.169,0.12201
"3925",3,"21C",12,"QLD","B","5B",0.178,0.13051
"3926",3,"21C",12,"QLD","B","5C",0.167,0.11951
"3927",3,"21C",12,"QLD","B","5E",0.17,0.12251
"3928",3,"21C",12,"QLD","B","5F",0.168,0.12051
"3929",3,"21C",12,"QLD","B","5G",0.177,0.12951
"3930",3,"21C",12,"QLD","B","6B",0.179,0.13151
"3931",3,"21C",12,"QLD","B","6D",0.166,0.11851
"3932",3,"21C",12,"QLD","B","6F",0.165,0.11751
"3933",3,"21C",12,"QLD","B","6G",0.177,0.12951
"3934",3,"21C",12,"QLD","B","7B",0.172,0.12451
"3935",3,"21C",12,"QLD","B","7C",0.169,0.12151
"3936",3,"21C",12,"QLD","B","7D",0.161,0.11351
"3937",3,"21C",12,"QLD","B","7E",0.161,0.11351
"3938",3,"21C",12,"QLD","B","7F",0.165,0.11751
"3939",3,"21C",12,"QLD","B","7G",0.173,0.12551
"3940",3,"21C",12,"QLD","C","8B",0.187,0.13951
"3941",3,"21C",12,"QLD","C","8E",0.164,0.11651
"3942",3,"21C",12,"QLD","C","8F",0.166,0.11851
"3943",3,"21C",12,"QLD","C","8G",0.183,0.13551
"3944",3,"21C",12,"QLD","C","9B",0.189,0.14151
"3945",3,"21C",12,"QLD","C","9C",0.179,0.13151
"3946",3,"21C",12,"QLD","C","9D",0.176,0.12851
"3947",3,"21C",12,"QLD","C","9E",0.168,0.12051
"3948",3,"21C",12,"QLD","C","9G",0.183,0.13551
"3949",3,"21C",12,"QLD","C","10B",0.189,0.14151
"3950",3,"21C",12,"QLD","C","10C",0.187,0.13951
"3951",3,"21C",12,"QLD","C","10D",0.182,0.13451
"3952",3,"21C",12,"QLD","C","10E",0.186,0.13851
"3953",3,"21C",12,"QLD","C","10F",0.192,0.14451
"3954",3,"21C",12,"QLD","C","10G",0.198,0.15051
"3955",3,"15C",12,"QLD","A","2B",0.22,0.17301
"3956",3,"15C",12,"QLD","A","2C",0.216,0.16901
"3957",3,"15C",12,"QLD","A","2D",0.212,0.16501
"3958",3,"15C",12,"QLD","A","2E",0.209,0.16201
"3959",3,"15C",12,"QLD","A","2F",0.216,0.16901
"3960",3,"15C",12,"QLD","A","2G",0.218,0.17101
"3961",3,"15C",12,"QLD","A","3B",0.217,0.17001
"3962",3,"15C",12,"QLD","A","3D",0.212,0.16501
"3963",3,"15C",12,"QLD","A","3E",0.21,0.16301
"3964",3,"15C",12,"QLD","A","3F",0.21,0.16301
"3965",3,"15C",12,"QLD","A","3G",0.215,0.16801
"3966",3,"15C",12,"QLD","A","4B",0.214,0.16701
"3967",3,"15C",12,"QLD","A","4C",0.203,0.15601
"3968",3,"15C",12,"QLD","A","4E",0.211,0.16401
"3969",3,"15C",12,"QLD","A","4G",0.214,0.16701
"3970",3,"15C",12,"QLD","C","8B",0.213,0.16601
"3971",3,"15C",12,"QLD","C","8C",0.202,0.15501
"3972",3,"15C",12,"QLD","C","8F",0.201,0.15401
