dhf,dlf,whf,wlf,dha,dla,dhw,dlw,whw,wlw,hr
15.75,15.75,20.25,22.25,16.25,17.5,17,17,20,22.75,188.0333333
15.75,15.5,20.25,22,16.25,17,17,17.25,20.25,22.75,188.2
15.25,17,20.25,23.25,16.25,17.5,17,17,20.25,22.75,188.3666667
15.5,17.25,20.25,24.75,16.25,17.5,17,16.5,20.25,22.75,188.5333333
15.25,17.25,20.25,25,19.75,17.5,17,17.25,20.25,22.75,188.7
15.5,17.25,20.25,25,20.5,18,17,17.5,20,22.75,188.8666667
15.5,17.25,20.25,24,18.5,18,17,17.5,20.25,22.75,189.0333333
15.5,17.75,20.25,24.5,18.25,18,17,17,20.25,22.75,189.2
15.5,19.25,20.25,24.5,19.5,18,17,17.5,20.25,22.75,189.3666667
15.75,19.25,20.25,24.5,19.25,18.5,17,17,20,22.75,189.5333333
15.5,19.25,20.25,24.5,19.25,18.5,17,17.5,20.25,22.75,189.7
15.5,19.25,20.25,24.5,19.25,19,17,17.75,20.5,22.75,189.8666667
15.75,19.25,20.25,24.5,19.25,19,17,18,20.25,22.75,190.0333333
15.75,19.25,20.25,24.5,19.25,18.75,17,18,20,22.75,190.2
15.75,19.25,20.25,24.5,19.25,19.5,17,18,20.25,22.75,190.3666667
15.75,19.25,20.25,24.5,19.25,19,17,17.5,20.5,22.75,190.5333333
15.75,19.25,20.25,24.5,19.25,19.25,17,17.5,20.25,22.75,190.7
16,19.25,20.25,24.5,19.25,19.5,17,17.75,20,22.75,190.8666667
16,19.25,20.25,24.5,19.25,19.5,17,18,20.25,22.75,191.0333333
16,19.25,20.25,24.5,19.25,19.5,17,17.5,20.5,22.75,191.2
16.25,19.25,20.25,24.5,19.25,20,17,18,20.25,22.75,191.3666667
16,19.25,20.25,24.5,19.25,20,17,17.75,20,22.75,191.5333333
16.25,19.25,20.25,24.5,19.25,20,17,18,20.5,22.75,191.7
16.25,19.25,20.25,24.5,19.25,20,17,18,20.5,22.75,191.8666667
16.25,19.25,20.25,24.5,19.25,20,17,18.5,20.25,22.75,192.0333333
16.25,19.25,20.25,24.5,19.5,20.5,17,18,20,22.75,192.2
16.5,19.25,20.25,24.5,19.5,20.5,17,18.5,20.5,22.75,192.3666667
16.5,19.25,20.25,24.5,19.5,20,17,18.5,20.75,22.75,192.5333333
16.5,19.25,20.5,24.5,19.5,20.5,17,18.5,20.5,22.75,192.7
16.75,19.25,20.75,24.5,19.5,20.5,17,18.5,20.5,22.75,192.8666667
16.5,19.25,20.75,24.5,19.5,20.5,17,18.5,20.25,22.75,193.0333333
16.5,19.25,20.75,24.5,19.5,21,17,19,20.75,22.75,193.2
16.75,18.75,20.75,24.25,19.25,20.5,17,18.5,20.5,22.75,193.3666667
16.75,20,20.75,26,20,20.5,17,19,20.25,22.75,193.5333333
16.75,20,20.75,27.75,25.5,21,17,18.75,20.25,22.75,193.7
16.75,20,20.75,28,25.25,20.5,17,18.5,20.75,22.75,193.8666667
16.75,20,20.75,28,22.75,20.5,17,19,20.5,22.75,194.0333333
16.75,20,20.75,28,21.75,21,17,18.75,20.5,22.75,194.2
16.75,20,20.75,28,21.25,21,17,19,20.5,22.75,194.3666667
16.75,20,20.75,28,21.25,21,17,19.25,20.5,22.75,194.5333333
16.75,20,20.75,28,21.25,21.5,17,19,20.5,22.75,194.7
17,20,20.75,28,21.25,21,17,19.5,20.5,22.75,194.8666667
17,20,20.75,28,21.5,21.25,17,19.25,20.75,22.75,195.0333333
17,20,20.75,28,21.5,21.5,17,19.25,20.75,22.75,195.2
17,20,20.75,28,21.5,21,17,19.5,20.5,22.75,195.3666667
17,20,20.75,28,21.25,21.5,17,19,20.5,22.75,195.5333333
17.25,20,20.75,28,21.5,21.5,17,19.5,20.5,22.75,195.7
17,20,20.75,28,21.5,21.25,17,19.25,20.75,22.75,195.8666667
17,20,21,28,21.5,21.5,17,19.25,20.75,22.75,196.0333333
17,20,21.25,28,21.5,21,17,19.5,20.5,22.75,196.2
17,20,21.25,28,21.5,21.5,17,19,20.5,22.75,196.3666667
17,20,21.25,28,21.5,21.5,17,19.5,20.5,22.75,196.5333333
17.25,20,21.25,28,21.5,21,17,19,20.75,22.75,196.7
17.25,20,21.25,28,21.5,21.5,17,19.5,20.5,22.75,196.8666667
17.25,20,21.25,28,21.5,21.5,17,19.25,20.5,22.75,197.0333333
17,20,21.25,28,21.5,21.25,17,19.25,20.25,22.75,197.2
17.25,20,21.25,28,21.5,21.5,17,19.5,20.75,22.75,197.3666667
17.25,20,21.25,28,21.5,21,17,19,20.75,22.75,197.5333333
17.25,20,21.25,28,21.5,21.5,17,19.5,20.75,22.75,197.7
17.25,20,21.25,28,21.5,21.5,17,19.25,20.5,22.75,197.8666667
17.25,20,21.25,28,21.5,21.25,17,19.25,20.75,22.75,198.0333333
17.25,20,21.25,28,21.75,21.5,17,19.5,20.75,22.75,198.2
17.25,20,21.25,28,21.75,21.5,17,19,20.75,22.75,198.3666667
17.25,20,21.25,28,21.75,21.25,17,19.5,20.75,22.75,198.5333333
17.25,20,21.25,28,21.75,21.5,17,19.25,20.75,22.75,198.7
17.25,20,21.25,28,21.75,21,17,19.5,20.75,22.75,198.8666667
17.25,20,21.25,28,21.75,21.5,17,18.75,20.75,22.75,199.0333333
17.25,20,21.25,28,21.75,21.5,17,18.25,20.75,22.75,199.2
17.25,20,21.25,28,21.75,20.5,17,18.5,20.75,22.75,199.3666667
17.25,20,21.25,28,21.75,18.5,17,18.5,20.75,22.75,199.5333333
17.25,20,21.25,28,21.75,19,17,18.5,20.75,22.75,199.7
17.25,20,21.25,28,21.75,18.5,17,18.5,20.75,22.75,199.8666667
17.25,20,21.25,28,21.75,18.75,17,18.25,20.75,22.75,200.0333333
17.25,20,21.25,28,21.75,18.5,17,18.5,20.75,22.75,200.2
17.25,20,21.25,28,21.5,18.5,17,18.25,20.75,22.75,200.3666667
17.25,20,21.25,28,21.75,18.5,17,18.5,20.75,22.75,200.5333333
17.25,20,21.25,28,21.75,18.5,17,18.5,20.75,22.75,200.7
17.25,20,21.25,28,21.5,19,17,18.25,20.75,22.75,200.8666667
17.25,20,21.25,27.5,20.5,18.5,17,18.75,20.25,22.75,201.0333333
17.25,18.75,21.25,24.75,19,19,17,18.25,20.75,22.75,201.2
17,19.25,21.25,25,18,18.5,17,18.5,21.75,22.75,201.3666667
17.25,19.25,21.25,25,17.75,19,17,18.25,21.5,22.75,201.5333333
17.5,19.25,21,24.75,17.75,18.5,17,18.5,22,22.75,201.7
17.25,19.25,21.25,25,17.75,18.5,17,18.25,22,22.75,201.8666667
17.25,19.25,21.25,25,18,18.5,17,18.25,22.5,22.75,202.0333333
17.25,19.25,21.25,25,18,18.75,17,18.5,22.5,22.75,202.2
17.25,19.25,21,25,18,18.5,17,18.25,21.75,22.75,202.3666667
17.25,19.25,20.75,24.75,18.25,18.5,17,18.5,21.25,22.75,202.5333333
17,19.25,20.75,25,18,19,17,18.75,20.75,22.75,202.7
17.25,19.25,20.75,24.75,18,18.5,17,18,20.75,22.75,202.8666667
17.25,19.25,20.75,25,18.25,19,17,18.5,20.75,22.75,203.0333333
17.25,19.25,20.75,24.75,18.25,18.5,17,19,20.75,22.75,203.2
17,19.25,20.75,24.75,18.25,19,17,18.25,21,22.75,203.3666667
17.25,19.25,20.75,24.75,18.25,18.5,17,18.25,21,22.75,203.5333333
17,19.25,20.75,24.75,18.25,18.25,17,18.5,21,22.75,203.7
17,19.25,20.75,24.75,18.25,18.5,17,18.5,21,22.75,203.8666667
17.25,19.25,20.75,24.75,18.25,18.5,17,18,21,22.75,204.0333333
17.25,19.25,20.75,24.75,18.25,18.25,17,18,21,22.75,204.2
17.25,19.25,20.75,24.75,18.25,18.25,17,18.5,21,22.75,204.3666667
17.25,19.25,20.75,24.75,18.25,18,17,17.75,21,22.75,204.5333333
17.25,19.25,20.75,24.75,18.25,18,17,18,21,22.75,204.7
17.25,19.25,20.75,24.75,18.25,18.5,17,18,21,22.75,204.8666667
17.25,19.25,20.75,24.75,18.25,17.5,17,18,20.75,22.75,205.0333333
17.25,19.25,20.75,25,18.25,18,17,18,20.75,22.75,205.2
17,19.25,20.75,27,16.75,18,17,17.5,21,22.75,205.3666667
17,19.25,20.75,28,18,17.5,17,18,21,22.75,205.5333333
16.75,19.25,20.75,28,18.25,17.5,17,17.5,21,22.75,205.7
16.75,20,20.75,28,18.25,18,17,18,21,22.75,205.8666667
16.75,20,20.75,28,18.25,18,17,17.5,21,22.75,206.0333333
16.75,20,20.75,28,18.25,17.25,17,17.5,21,22.75,206.2
16.5,20,20.75,28,18.25,17.5,17,18,21,22.75,206.3666667
16.5,20,20.75,28,18.25,17,17,18,21,22.75,206.5333333
16.75,20,20.75,28,18.25,17.5,17,18,21,22.75,206.7
17,20,20.75,28,18.25,17.25,17,18,21,22.75,206.8666667
16.75,20,20.75,28,18.25,17,17,18,21,22.75,207.0333333
16.75,20,20.75,28,18.25,17.5,17,17.25,21,22.75,207.2
16.25,20,20.75,28,18.25,17,17,17.5,20.75,22.75,207.3666667
16.5,20,20.75,28,18.5,17.5,17,17.75,23.25,22.75,207.5333333
16.25,20,20.75,28,18.5,17,17,17,19.75,22.75,207.7
16.25,20,20.75,28,18.5,17,17,17.5,19.75,22.75,207.8666667
16.25,20,20.75,28,18.5,17,17,17.5,19.5,22.75,208.0333333
16.25,20,20.5,28,18.75,17.5,17,17.5,19.5,22.75,208.2
16,20,20.5,28,18.5,17,17,17.5,19.5,22.75,208.3666667
16,20,20.25,28,18.75,17,17,17,19.25,22.75,208.5333333
16,20,20.25,28,18.5,17,17,17,19.25,22.75,208.7
16,20,20.25,28,18.5,17,17,17.25,19.25,22.75,208.8666667
16,20,20.25,26,17.5,17.25,17,16.75,19.25,22.75,209.0333333
16,18.25,20.25,23,15.75,16.75,17,17,19.25,22.75,209.2
15.75,17,20.25,22.5,16.25,16.75,17,17,19.25,22.75,209.3666667
15.75,15.75,20.25,22.5,16.25,17,17,17,19.25,22.75,209.5333333
15.75,15.75,20.25,22.5,16.25,16.5,17,16.75,19.25,22.75,209.7
15.75,15.75,20.25,22.25,16.25,16.5,17,16.5,19.25,22.75,209.8666667
15.75,15.75,20.25,22.5,16.25,16.75,17,16.5,19.25,22.75,210.0333333
15.75,15.75,20.25,22.5,16.25,17,17,17,19,22.75,210.2
15.75,15.75,20.25,22.25,16.25,16.5,17,17,19,22.75,210.3666667
15.75,15.75,20.25,22.25,16.25,17,17,17,19,22.75,210.5333333
15.75,15.75,20.25,22.5,16.25,16.5,17,16.75,19,22.75,210.7
15.75,15.75,20.25,22.25,16.25,17,17,16.5,19,22.75,210.8666667
15.75,15.75,20.25,22.25,16.25,16.5,17,17,18.75,22.75,211.0333333
15.75,15.75,20.25,22.5,16.25,16.5,17,17,18.75,22.75,211.2
15.5,15.75,20.25,22.25,16.25,17,17,17,18.75,22.75,211.3666667
15.5,15.75,20.25,22.25,16.25,17.5,17,17,18.75,22.75,211.5333333
15.5,15.75,20.25,22.5,16.25,17,17,17,18.75,22.75,211.7
15.5,15.75,20.25,22.5,16.25,17.25,17,17,18.75,22.75,211.8666667
15.5,15.75,20.25,22.25,16.25,17.5,17,17.25,18.75,22.75,212.0333333
15.75,15.25,20.25,22.5,16.25,17.25,17,16.75,18.75,22.75,212.2
15.5,16.5,20.25,22.25,16.25,17.5,17,17,18.75,22.75,212.3666667
15.25,17.25,20.25,24.25,16.25,18,17,17.25,18.75,22.75,212.5333333
15.25,17.25,20.25,25,19.75,17.5,17,17,18.75,22.75,212.7
15.25,17.25,20.25,25,20.25,18.5,17,17,18.75,22.75,212.8666667
15.25,17.25,20.25,24.5,18.75,18,17,17.5,18.75,22.75,213.0333333
15.5,17.25,20.25,24.25,18.25,18.5,17,17.5,18.75,22.75,213.2
15.5,19,20.25,24.5,19.25,18.5,17,17.5,18.75,22.75,213.3666667
15.5,19.25,20.25,24.5,19.25,18.5,17,17,18.75,22.75,213.5333333
15.5,19.25,20.25,24.5,19.25,19,17,17.5,18.75,22.75,213.7
15.75,19.25,20.25,24.5,19.25,18.5,17,17.75,18.75,22.75,213.8666667
15.75,19.25,20.25,24.5,19.25,19,17,18,18.75,22.75,214.0333333
15.75,19.25,20.25,24.5,19.25,19,17,18,18.75,22.75,214.2
15.75,19.25,20.25,24.5,19.25,19,17,17.5,18.75,22.75,214.3666667
15.75,19.25,20.25,24.5,19.25,19.5,17,17.5,18.75,22.75,214.5333333
16,19.25,20.25,24.5,19.25,19.5,17,18,18.75,22.75,214.7
16,19.25,20.25,24.5,19.25,19.5,17,18,18.75,22.75,214.8666667
16,19.25,20.25,24.5,19.25,20,17,17.75,18.75,22.75,215.0333333
16,19.25,20.25,24.5,19.25,20,17,17.75,18.75,22.75,215.2
16,19.25,20.25,24.5,19.25,20,17,18,18.75,22.75,215.3666667
16.25,19.25,20.25,24.5,19.25,20.25,17,18,18.75,22.75,215.5333333
16.25,19.25,20.25,24.5,19.5,20,17,18.5,18.75,22.75,215.7
16.25,19.25,20.25,24.5,19.25,20,17,18,18.75,22.75,215.8666667
16.25,19.25,20.25,24.5,19.5,20.5,17,18,18.75,22.75,216.0333333
16.25,19.25,20.25,24.5,19.5,20,17,18.5,18.75,22.75,216.2
16.5,19.25,20.25,24.5,19.5,20.5,17,18.75,18.75,22.75,216.3666667
16.5,19.25,20.25,24.5,19.5,20.5,17,18.5,18.75,22.75,216.5333333
16.5,19.25,20.25,24.5,19.5,20.5,17,19,18.75,22.75,216.7
16.5,19.25,20.75,24.5,19.5,20.5,17,18.5,18.75,22.75,216.8666667
16.75,19.25,20.75,24.5,19.5,21,17,19,18.75,22.75,217.0333333
16.75,19.25,20.75,24.5,19.5,21,17,18.5,18.75,22.75,217.2
16.75,18.75,20.75,24.5,19.25,20.5,17,19,18.75,22.75,217.3666667
16.75,19.5,20.75,25,19.75,21,17,19,18.75,22.75,217.5333333
16.75,20,20.75,27,25.25,21,17,18.75,18.75,22.75,217.7
16.75,20,20.75,28,25.5,21,17,19.25,18.75,22.75,217.8666667
16.75,20,20.75,28,22.25,21,17,19,18.75,22.75,218.0333333
17,20,20.75,28,21.75,21.5,17,19,18.5,22.75,218.2
17,20,20.75,28,22,21.25,17,19.5,18.5,22.75,218.3666667
16.75,20,20.75,28,21.75,21,17,19,18.5,22.75,218.5333333
17,20,20.75,28,21.75,21.5,17,19.5,18.25,22.75,218.7
16.75,20,20.75,28,21.75,21.5,17,19.25,18.25,22.75,218.8666667
16.75,20,20.75,28,21.75,21.25,17,19.5,18.25,22.75,219.0333333
17,20,20.75,28,21.75,21.5,17,19.5,18.25,22.75,219.2
17,20,20.75,28,21.75,21.5,17,19,18.25,22.75,219.3666667
17,20,20.75,28,21.75,21.25,17,19.5,18.25,22.75,219.5333333
17.25,20,20.75,28,21.75,21.5,17,19,18.25,22.75,219.7
17,20,20.75,28,21.5,21,17,19.5,18.25,22.75,219.8666667
17.25,20,20.75,28,21.75,21.5,17,19.25,18.25,22.75,220.0333333
17.25,20,20.75,28,21.5,21.5,17,19.25,18.25,22.75,220.2
17,20,21.25,28,21.5,21.25,17,19.5,18.25,22.75,220.3666667
17.25,20,21.25,28,21.75,21.5,17.25,19,18.25,22.75,220.5333333
17.25,20,21.25,28,21.75,21.5,17.25,19.5,18.25,22.75,220.7
17.25,20,21.25,28,21.5,21,17.25,19,18.25,22.75,220.8666667
17.25,20,21.25,28,21.5,21.5,17,19.5,18.25,22.75,221.0333333
17.25,20,21.25,28,21.5,21.5,17,19.25,18.25,22.75,221.2
17.25,20,21.25,28,21.5,21,17,19.25,18.25,22.75,221.3666667
17.25,20,21.25,28,21.5,21.5,17,19.5,18.25,22.75,221.5333333
17.25,20,21.25,28,21.5,21.5,17,19,18.25,22.75,221.7
17.25,20,21.25,28,21.25,21.25,17,19.5,18.25,22.75,221.8666667
17.25,20,21.25,28,21.25,21.5,17,19.25,18.25,22.75,222.0333333
17.25,20,21.25,28,21.5,21.25,17,19.25,18.25,22.75,222.2
17.25,20,21.25,28,21.25,21.5,17,19.5,18.25,22.75,222.3666667
17.25,20,21.25,28,21.25,21.5,17,19,18.25,22.75,222.5333333
17.25,20,21.25,28,21.5,21.25,17,19,18.25,22.75,222.7
17.25,20,21.25,28,21.5,21.5,17,18.25,18.25,22.75,222.8666667
17.25,20,21.25,28,21.25,21.5,17,18.5,18.25,22.75,223.0333333
17.25,20,21.25,28,21.25,18.75,17,18.5,18.25,22.75,223.2
17.5,20,21.25,28,21.5,19,17,18.25,18.25,22.75,223.3666667
17.25,20,21.25,28,21.5,18.5,17,18.5,18.25,22.75,223.5333333
17,20,21.25,28,21.5,18.5,17,18.5,18.25,22.75,223.7
17.25,20,21.25,28,21.5,18.5,17,18.25,18.25,22.75,223.8666667
17.25,20,21.25,28,21.5,18.5,17,18.5,18.25,22.75,224.0333333
17.25,20,21.25,28,21.5,19,17,19,18.25,22.75,224.2
17.5,20,21.25,28,21.5,18.5,17,18.25,18.25,22.75,224.3666667
17.25,20,21.25,28,21.5,19,17,18.5,18.25,22.75,224.5333333
17.25,20,21.25,28,21.5,18.5,17,18.25,18.25,22.75,224.7
17.25,19.25,21.25,26.75,20.5,18.5,17,18.5,18.25,22.75,224.8666667
17.25,19,21.25,25.75,19,18.5,17,18.5,18.25,22.75,225.0333333
17.25,19.25,21.25,25,18.25,18.5,17,18.25,18.5,22.75,225.2
17.25,19.25,21.25,24.75,17.75,19,17,18.75,18.5,22.75,225.3666667
17.25,19.25,21.25,24.75,17.75,18.25,17,18.25,18.5,22.75,225.5333333
17.25,19.25,21.25,24.75,17.75,19,17,18.5,18.75,22.75,225.7
17.25,19.25,21.25,24.75,18,18.5,17,18.5,18.75,22.75,225.8666667
17.25,19.25,21,24.75,18,18.5,17,18.25,18.75,22.75,226.0333333
17.25,19.25,21,24.75,18.25,19,17,18.5,18.75,22.75,226.2
17.25,19.25,20.75,24.75,18.25,18.5,17,18.25,18.75,23,226.3666667
17.25,19.25,20.75,24.75,18,19,17,18.5,18.75,22.75,226.5333333
17.25,19.25,20.75,24.75,18.25,18.5,17,18,18.75,22.75,226.7
17.25,19.25,20.75,24.75,18.25,18.5,17,18.25,18.75,22.75,226.8666667
17.25,19.25,20.75,24.75,18.25,18.5,17,18.5,18.75,22.75,227.0333333
17.25,19.25,20.75,24.75,18,18.5,17,18.5,19,22.75,227.2
17.25,19.25,20.75,24.75,18,18.25,17,18.5,19,22.75,227.3666667
17.25,19.25,20.75,24.75,18.25,18.25,17,18.5,19.25,22.75,227.5333333
17.25,19.25,20.75,24.75,18.25,18.5,17,18.25,19.25,22.75,227.7
17.25,19.25,20.75,24.75,18.25,18,17,18,19.25,22.75,227.8666667
17.25,19.25,20.75,24.75,18.25,18.5,17,18.5,19.25,23,228.0333333
17.25,19.25,20.75,24.75,18.25,18,17,18.5,19.25,22.75,228.2
17.25,19.25,20.75,24.75,18.25,18,17,18.5,19.25,22.75,228.3666667
17.25,19.25,20.75,24.75,18.25,18,17,18.25,19.25,22.75,228.5333333
17.25,19.25,20.75,24.75,18.25,18,17,18,19.25,22.75,228.7
17.25,19.25,20.75,24.25,18.25,18,17,17.75,19.5,22.75,228.8666667
17.25,19.25,20.75,26.25,18.25,17.5,17,18,19.75,22.75,229.0333333
17.25,19.25,20.75,27.75,18.25,18,17,17.5,19.75,22.75,229.2
17,18.75,20.75,28,21.25,18,17,18,19.75,22.75,229.3666667
17,19.75,20.75,28,22.5,18,17,17.5,19.75,23,229.5333333
17,20,20.75,28,22.25,17.75,17,18,19.75,22.75,229.7
16.75,20,20.75,28,22.25,17.5,17,18,19.75,22.75,229.8666667
17,20,20.75,28,22.25,18,17,17.5,19.75,22.75,230.0333333
16.75,20,20.75,28,22.25,17.5,17,17.75,19.75,22.75,230.2
16.75,20,20.75,28,22,17.5,17,18,20,22.75,230.3666667
16.75,20,20.75,28,22.25,17.5,17,17.5,20,22.75,230.5333333
16.75,20,20.75,28,21.75,17.5,17,17.5,20,22.75,230.7
16.5,20,20.75,28,21.5,17,17,17.75,20,22.75,230.8666667
16.5,20,20.75,28,21.25,17,17,18,20,22.75,231.0333333
16.5,20,20.75,28,21.25,17,17,17.25,20,22.75,231.2
16.5,20,20.75,28,21.5,17.5,17,17.5,20.25,22.75,231.3666667
16.5,20,20.5,28,21.5,17,17,17.5,20,22.75,231.5333333
16.25,20,20.75,28,21.5,17,17,17.75,20.25,22.75,231.7
16.25,20,20.5,28,21.25,17.25,17,17,20.25,22.75,231.8666667
16.25,20,20.5,28,21.25,17,17,17,20.25,22.75,232.0333333
16,20,20.5,28,21.5,17,17,17.25,20.25,22.75,232.2
16.25,20,20.5,28,21.5,17,17,16.75,20.25,22.75,232.3666667
16,20,20.5,28,21.5,17.25,17,17,20.25,22.75,232.5333333
16,20,20.25,28,21.5,17.5,17,17.5,20.25,22.75,232.7
16,20,20.25,28,21.75,17.5,17,16.75,20,22.75,232.8666667
15.75,20,20.25,27.25,19.25,17.5,17,17,19.75,22.75,233.0333333
15.75,18.25,20.25,23.5,16.25,17.5,17,17.25,19.75,22.75,233.2
15.75,17.25,20.25,22.5,15.5,17.5,17,16.75,19.75,22.75,233.3666667
15.75,16.25,20.25,22.5,15.75,16.5,17,16.75,19.75,23,233.5333333
15.75,15.75,20.25,22.5,15.75,16.75,17,16.5,19.75,22.75,233.7
15.75,15.75,20.25,22.5,15.75,17,17,16.5,19.5,22.75,233.8666667
15.75,15.75,20.25,22.25,15.75,16.5,17,16.5,19.25,22.75,234.0333333
15.75,15.75,20.25,22.25,15.75,17,17,16.5,19.25,22.75,234.2
15.75,15.75,20.25,22.25,15.75,17,17,17,19.25,22.75,234.3666667
15.75,15.75,20.25,22.25,15.75,16.5,17,17,19.25,22.75,234.5333333
15.75,15.75,20.25,22.25,15.75,16.75,17,17,19.25,22.75,234.7
15.75,15.75,20.25,22.5,15.75,17,17,17,19.25,22.75,234.8666667
15.75,15.75,20.25,22.25,15.75,17,17,16.5,19.25,22.75,235.0333333
15.75,15.75,20.25,22.25,15.75,16.75,17,16.5,19.25,22.75,235.2
15.5,15.75,20.25,22.25,15.75,17,17,17,19.25,22.75,235.3666667
15.5,15.75,20.25,22.25,15.75,17,17,17,19.25,22.75,235.5333333
15.5,15.75,20.25,22.25,15.75,17.5,17,17.5,19.25,22.75,235.7
15.5,15.75,20.25,22.25,15.75,17,17,17.5,19,22.75,235.8666667
15.5,15.75,20.25,22.25,15.75,17.5,17,17,19,22.75,236.0333333
15.5,15.25,20.25,22.25,15.75,17.75,17,17.25,19,22.75,236.2
15.5,16.75,20.25,21.75,15.75,17.5,17,17,19,22.75,236.3666667
15.5,17.25,20.25,23.5,15.75,18,17,17,19,22.75,236.5333333
15.5,17.25,20.25,25,18.5,18,17,17.5,18.75,22.75,236.7
15.25,17.25,20.25,25,18.75,18.5,17,17,18.75,22.75,236.8666667
15.5,17.25,20.25,24.25,17.75,18,17,17.25,18.75,22.75,237.0333333
15.5,17.25,20.25,24.25,17.75,18.5,17,17.25,18.75,22.75,237.2
15.5,19,20.25,24.5,18.75,18.5,17,17.25,18.75,22.75,237.3666667
15.5,19.25,20.25,24.5,18.75,18.75,17,17.5,18.75,22.75,237.5333333
15.5,19.25,20.25,24.5,18.75,19,17,17.5,18.75,22.75,237.7
15.75,19.25,20.25,24.5,18.75,18.75,17,17.25,18.75,22.75,237.8666667
15.75,19.25,20.25,24.5,18.75,19.25,17,17.5,18.75,22.75,238.0333333
15.75,19.25,20.25,24.5,18.75,19.5,17,18,18.75,22.75,238.2
15.75,19.25,20.25,24.5,18.75,19.25,17,17.5,18.75,22.75,238.3666667
15.75,19.25,20.25,24.5,18.75,19.5,17,17.75,18.75,22.75,238.5333333
16,19.25,20.25,24.5,18.75,20,17,18,18.75,23,238.7
16,19.25,20.25,24.5,18.75,19.5,17,17.75,18.75,22.75,238.8666667
16,19.25,20.25,24.5,18.75,20,17,18,18.75,22.75,239.0333333
16,19.25,20.25,24.5,18.75,20,17,18.5,18.75,22.75,239.2
16,19.25,20.25,24.5,18.75,20,17,18.25,18.75,22.75,239.3666667
16.25,19.25,20.25,24.5,18.75,20.5,17,18,18.75,22.75,239.5333333
16.25,19.25,20.25,24.5,18.75,20,17,18.5,18.75,22.75,239.7
16.25,19.25,20.25,24.5,18.75,20,17,18.25,18.75,22.75,239.8666667
16.25,19.25,20.25,24.5,18.75,20.5,17,18.25,18.75,22.75,240.0333333
16.25,19.25,20.25,24.5,18.75,20.5,17,18.5,18.75,22.75,240.2
16.5,19.25,20.25,24.5,18.75,20.25,17,18.25,18.75,22.75,240.3666667
16.5,19.25,20.25,24.5,18.75,20.5,17,18.5,18.75,22.75,240.5333333
16.5,19.25,20.5,24.5,18.75,20.75,17,18.5,18.75,22.75,240.7
16.75,19.25,20.75,24.5,18.75,20.5,17,18.5,18.75,22.75,240.8666667
16.75,19.25,20.75,24.5,18.75,20.75,17,19,18.75,22.75,241.0333333
16.75,19.25,20.75,24.5,18.75,21,17,19,18.75,22.75,241.2
16.75,18.75,20.75,24.5,18.25,20.5,17,18.75,18.75,22.75,241.3666667
16.75,19.75,20.75,24.5,19.5,20.75,17,19,18.75,22.75,241.5333333
16.75,20,20.75,26.5,22.75,21,17,19,18.75,22.75,241.7
16.75,20,20.75,28,23,20.75,17,19,18.75,22.75,241.8666667
16.75,20,20.75,28,22.25,21.5,17,19.5,18.75,22.75,242.0333333
16.75,20,20.75,28,22,21,17,19,18.75,22.75,242.2
16.75,20,20.75,28,22,21,17,19.25,18.75,22.75,242.3666667
16.75,20,20.75,28,22,21.5,17,19.5,18.75,22.75,242.5333333
16.75,20,20.75,28,21.75,21,17,19,18.75,22.75,242.7
17,20,20.75,28,21.75,21.25,17,19.5,18.75,22.75,242.8666667
17,20,20.75,28,21.75,21.5,17,19,18.75,22.75,243.0333333
17,20,20.75,28,21.75,21.25,17,19.5,18.75,22.75,243.2
17,20,20.75,28,21.75,21.5,17,19.5,18.75,22.75,243.3666667
17,20,20.75,28,21.75,21.5,17,19,18.75,22.75,243.5333333
17,20,20.75,28,21.75,21,17,19.5,18.75,22.75,243.7
17,20,20.75,28,21.75,21.5,17,19,18.75,22.75,243.8666667
17,20,20.75,28,21.75,21.5,17,19.5,18.75,22.75,244.0333333
17,20,21.25,28,21.75,21.25,17.25,19.5,18.75,22.75,244.2
17.25,20,21,28,21.75,21.5,17.25,19,18.75,22.75,244.3666667
17.25,20,21.25,28,21.75,21.25,17.25,19.5,18.75,22.75,244.5333333
17.25,20,21.25,28,21.75,21.5,17.25,19,18.75,22.75,244.7
17.25,20,21.25,28,21.75,21.5,17.25,19.5,18.75,22.75,244.8666667
17.25,20,21.25,28,21.75,21,17.25,19.5,18.75,22.75,245.0333333
17.25,20,21.25,28,21.75,21.5,17,19.25,18.75,22.75,245.2
17.25,20,21.25,28,21.75,21.5,17,19.5,18.5,22.75,245.3666667
17.25,20,21.25,28,21.75,21.5,17,19,18.5,22.75,245.5333333
17.25,20,21.25,28,21.75,21.5,17,19.5,18.5,22.75,245.7
17.25,20,21.25,28,21.75,21,17,19.25,18.25,22.75,245.8666667
17.25,20,21.25,28,21.75,21.5,17,19.25,18.25,22.75,246.0333333
17.25,20,21.25,28,21.75,21.5,17,19.5,18.25,22.75,246.2
17.25,20,21.25,28,21.75,21.25,17,19,18.25,22.75,246.3666667
17.25,20,21.25,28,21.75,21.5,17,18.75,18.25,22.75,246.5333333
17.25,20,21.25,28,21.75,21.5,17,18.25,18.25,22.75,246.7
17.25,20,21.25,28,21.75,20.5,17,18.5,18.25,22.75,246.8666667
17.25,20,21.25,28,21.75,18.5,17,18.25,18.25,22.75,247.0333333
17.25,20,21.25,28,21.75,18.5,17,18.5,18.25,22.75,247.2
